hashtag,music_track,views,likes,comments,shares,engagement_rate,upload_time,cluster
#viral,Calon Mantu Terbaik Mamamu,1462,83,6,9,0.080027,2025-05-03 22:00:00,0
#workout,Kitchen groove,53135,3063,508,276,0.080023,2025-05-22 20:00:00,0
#coding,Ambient glow,5686,325,29,26,0.080021,2025-03-01 23:00:00,0
#fyp,Pop groove,768295,46384,5258,5461,0.080015,2025-07-20 20:00:00,0
#fyp,Glitch hop,129365,7891,585,1032,0.080014,2025-04-13 09:00:00,0
#viral,Clap beat,38195,2421,230,253,0.08001,2025-01-12 04:00:00,0
#makeup,Ngga Dulu,24198,1400,135,132,0.080007,2025-07-31 13:00:00,0
#gameclip,Soft glam loop,80133,5164,590,337,0.080004,2025-08-15 12:00:00,0
#makeup,Dora Dora,35304,2187,238,203,0.079991,2025-06-14 12:00:00,0
#skincare,LoFi makeup beat,95303,5890,561,678,0.079987,2025-08-13 19:00:00,0
#umkm,Paint stroke ASMR,12915,848,73,54,0.079985,2025-07-13 21:00:00,0
#foodie,Bark hop,481037,30511,4077,1962,0.079979,2025-07-16 19:00:00,0
#gameclip,Glitch hop,49913,3212,303,278,0.079979,2025-08-15 18:00:00,0
#fyp,Turbo whoosh,216403,13717,1221,1504,0.079976,2025-06-27 16:00:00,0
#outfit,Calon Mantu Terbaik Mamamu,40813,2295,370,286,0.079975,2025-02-21 11:00:00,0
#fyp,Chalkboard beat,149950,8781,948,730,0.079973,2025-01-12 18:00:00,0
#fyp,Engine rev,54043,3067,245,354,0.079973,2025-03-05 21:00:00,0
#umkm,Street vibe,393482,22456,2659,2002,0.079971,2025-02-26 19:00:00,0
#dogtok,Toolbox clack,156269,9808,1121,718,0.079971,2025-03-19 16:00:00,0
#gaming,LoFi makeup beat,143481,8944,1033,924,0.079969,2025-08-20 05:00:00,0
#kuliner,Turbo whoosh,19133,1091,129,136,0.079967,2025-01-08 18:00:00,0
#viral,Adrenaline synth,170225,10948,751,1090,0.079965,2025-08-22 21:00:00,0
#gameclip,Backpack beat,255662,15787,1107,1265,0.079961,2025-04-26 23:00:00,0
#fyp,Soft glam loop,116209,7275,716,837,0.079959,2025-03-05 11:00:00,0
#umkm,Microscope hum,39659,2567,193,253,0.079957,2025-07-18 17:00:00,0
#fyp,Woodshop groove,71152,4423,637,345,0.079956,2025-01-19 18:00:00,0
#kuliner,Ambient pulse,222510,12709,1207,1027,0.079951,2025-08-11 09:00:00,0
#kuliner,Goofy bass,616009,39123,2817,4847,0.079949,2025-01-16 22:00:00,0
#kuliner,Woodshop groove,28356,1831,143,180,0.079948,2025-05-11 13:00:00,0
#fyp,Subtle groove,54462,3120,217,223,0.079946,2025-01-19 13:00:00,0
#dogtok,Tape measure click,116806,7194,833,604,0.079945,2025-04-23 22:00:00,0
#recipe,Subtle groove,223043,13725,1942,1273,0.079944,2025-01-03 11:00:00,0
#fyp,Pop groove,49235,3050,415,275,0.079943,2025-08-29 11:00:00,0
#fyp,Circuit synth,30485,1771,124,205,0.079941,2025-03-30 19:00:00,0
#streetfood,Ticker bed,149213,8433,644,782,0.079939,2025-06-20 21:00:00,0
#makeup,Boss fight theme,4541,293,19,33,0.079938,2025-04-25 14:00:00,0
#gaming,Indie brush,68068,4064,353,345,0.079935,2025-08-02 18:00:00,0
#pets,Sunset pad,566816,32229,4211,4096,0.079934,2025-08-20 16:00:00,0
#makeup,Ambient glow,114232,6967,913,795,0.079934,2025-03-03 20:00:00,0
#kuliner,Drumline,17828,1073,133,81,0.07993,2025-07-14 03:00:00,0
#fyp,Circuit synth,29801,1846,157,227,0.07993,2025-07-06 13:00:00,0
#gameclip,Ticker bed,116104,6757,697,475,0.079928,2025-05-26 17:00:00,0
#streetfood,Hype trap,148760,9470,668,672,0.079927,2025-08-30 19:00:00,0
#fyp,Cardio loop,232728,14052,2070,1549,0.079926,2025-01-11 17:00:00,0
#fashion,Chalkboard beat,479243,31591,1875,2923,0.079926,2025-03-05 22:00:00,0
#fyp,Street vibe,95727,6111,527,631,0.079925,2025-08-18 15:00:00,0
#fashion,Toolbox clack,121090,7012,1007,743,0.079924,2025-03-17 18:00:00,0
#ootd,Clean corporate bed,23185,1384,115,166,0.079922,2025-03-18 15:00:00,0
#cattok,Pop groove,148494,9347,1132,696,0.079922,2025-03-14 18:00:00,0
#outfit,Kasih Tau Mama,307180,19389,2251,1683,0.079921,2025-02-15 11:00:00,0
#streamer,Calon Mantu Terbaik Mamamu,106532,6288,872,436,0.07992,2025-07-01 07:00:00,0
#fyp,Aesthetic synth,214489,13190,1405,1100,0.07992,2025-05-19 02:00:00,0
#viral,LoFi makeup beat,27841,1744,211,159,0.079918,2025-07-11 12:00:00,0
#fyp,Chalkboard beat,12050,742,72,79,0.079917,2025-07-18 21:00:00,0
#fyp,Adrenaline synth,60275,3720,569,265,0.079917,2025-04-04 23:00:00,0
#fyp,Hype trap,87282,5788,458,381,0.079913,2025-03-19 16:00:00,0
#makeup,Soft focus,30446,1767,150,180,0.079912,2025-02-23 11:00:00,0
#tech,Drumline,68576,4336,477,393,0.079911,2025-07-05 09:00:00,0
#fyp,Street vibe,147717,8707,1233,961,0.07991,2025-01-01 19:00:00,0
#beauty,Stadium chant,206469,12620,1613,1441,0.07991,2025-08-05 21:00:00,0
#kuliner,Paint stroke ASMR,14655,962,70,65,0.079904,2025-02-07 07:00:00,0
#umkm,Subtle groove,74039,4819,355,447,0.079904,2025-02-07 13:00:00,0
#workout,Bark hop,13454,829,88,76,0.079902,2025-06-27 17:00:00,0
#viral,Ticker bed,73290,4117,657,333,0.079902,2025-07-14 16:00:00,0
#skincare,About You,33767,1940,315,233,0.0799,2025-07-12 23:00:00,0
#fashion,Quirky jingle,121490,7040,787,841,0.0799,2025-07-04 14:00:00,0
#viral,Waves & bells,34368,2148,307,154,0.0799,2025-08-30 21:00:00,0
#gameclip,Calm piano,142719,8942,729,714,0.079898,2025-02-07 16:00:00,0
#kuliner,About You,78500,4930,618,402,0.079898,2025-08-02 18:00:00,0
#fyp,Kasih Tau Mama,60490,3571,400,438,0.079898,2025-01-19 20:00:00,0
#wanderlust,Tape measure click,62605,4072,292,388,0.079898,2025-02-06 09:00:00,0
#beauty,Hype trap,86252,5423,563,561,0.079894,2025-04-11 04:00:00,0
#motivation,Engine rev,60769,3420,278,320,0.079893,2025-05-02 05:00:00,0
#fashion,Pica Pica,52608,3003,245,292,0.079893,2025-01-24 10:00:00,0
#fyp,Kitchen groove,184160,12080,808,933,0.079892,2025-07-03 16:00:00,0
#gaming,Chill guitar,175887,10924,1480,946,0.079892,2025-05-30 11:00:00,0
#tech,Sizzle ASMR,58379,3731,426,274,0.079892,2025-06-11 17:00:00,0
#viral,Lab beeps,16787,964,139,79,0.079883,2025-08-15 03:00:00,0
#fashion,Calm piano,246899,15856,1018,1863,0.079883,2025-06-14 18:00:00,0
#outfit,Cosmic pad,14972,907,120,110,0.079882,2025-03-21 20:00:00,0
#makeup,Engine rev,944806,54971,6818,6981,0.07988,2025-01-10 02:00:00,0
#fashion,Ticker bed,91626,5317,535,645,0.079879,2025-04-06 23:00:00,0
#fyp,About You,33841,2056,176,149,0.079874,2025-03-07 19:00:00,0
#umkm,Drumline,75996,4674,650,443,0.079873,2025-06-19 18:00:00,0
#umkm,Highway synth,58907,3376,351,258,0.079872,2025-04-18 12:00:00,0
#fyp,Ambient glow,137073,8704,765,847,0.07987,2025-05-26 16:00:00,0
#umkm,Adrenaline synth,192290,11277,1571,1157,0.079869,2025-03-28 11:00:00,0
#viral,About You,235286,14852,1587,1414,0.079869,2025-02-14 19:00:00,0
#wanderlust,Adrenaline synth,30826,1889,210,128,0.079868,2025-08-22 16:00:00,0
#viral,Chalkboard beat,47266,2951,416,220,0.079867,2025-03-11 23:00:00,0
#fyp,Toolbox clack,214977,13321,1759,1231,0.079864,2025-04-27 15:00:00,0
#kuliner,Pop groove,37489,2335,181,234,0.079863,2025-05-23 16:00:00,0
#fyp,Kitchen groove,382766,21990,2457,1567,0.079858,2025-02-17 23:00:00,0
#fashion,Toolbox clack,17757,1131,118,99,0.079856,2025-08-08 19:00:00,0
#kuliner,Cardio loop,123685,7086,580,867,0.079856,2025-04-30 23:00:00,0
#fyp,Kitchen groove,77314,4813,437,514,0.079856,2025-07-03 20:00:00,0
#beauty,Stadium chant,20625,1211,134,111,0.079855,2025-05-19 14:00:00,0
#beauty,Neutral piano,272357,15886,1676,1910,0.079855,2025-07-07 15:00:00,0
#workout,Pop groove,40774,2308,289,320,0.079855,2025-03-08 18:00:00,0
#makeup,Waves & bells,28765,1720,119,128,0.079854,2025-01-04 20:00:00,0
#kuliner,Clean corporate bed,8766,513,79,41,0.079854,2025-08-23 20:00:00,0
#viral,Bark hop,83478,5339,542,452,0.079853,2025-07-10 20:00:00,0
#fashion,8bit loop,48730,2874,466,277,0.079848,2025-07-13 20:00:00,0
#kuliner,Sizzle ASMR,105640,6502,815,697,0.079847,2025-08-22 18:00:00,0
#streetfood,Kasih Tau Mama,180707,11608,867,1231,0.079836,2025-02-28 20:00:00,0
#fyp,Cosmic pad,94298,5649,811,692,0.079832,2025-06-23 21:00:00,0
#makananviral,Alamak,68107,3814,574,366,0.07983,2025-01-11 23:00:00,0
#fashion,Ambient pulse,23939,1480,195,141,0.079828,2025-03-27 21:00:00,0
#streetfood,Waves & bells,164768,10200,1059,1237,0.079827,2025-06-20 21:00:00,0
#fyp,Ticker tick,113119,7250,610,718,0.079819,2025-08-22 15:00:00,0
#workout,Ticker bed,25571,1573,219,147,0.079817,2025-08-10 19:00:00,0
#umkm,Backpack beat,24996,1525,196,175,0.079813,2025-08-16 20:00:00,0
#fyp,Pop groove,73209,4525,509,297,0.079813,2025-04-04 09:00:00,0
#pets,Microscope hum,45607,2808,356,294,0.079812,2025-07-04 23:00:00,0
#ootd,Street vibe,138278,8400,1218,867,0.07981,2025-05-09 23:00:00,0
#fyp,Stadium chant,1306577,75454,9514,5857,0.079807,2025-08-15 18:00:00,0
#viral,Engine rev,26928,1549,231,192,0.079805,2025-07-18 06:00:00,0
#motivation,Calm piano,34675,2151,259,158,0.079798,2025-04-21 17:00:00,0
#gaming,Hype trap,91280,5807,589,524,0.079798,2025-03-28 08:00:00,0
#viral,Neutral piano,63537,3689,438,478,0.079796,2025-02-21 21:00:00,0
#dogtok,Boss fight theme,10978,686,71,76,0.079796,2025-08-10 14:00:00,0
#kuliner,Hype trap,195005,12210,1292,1280,0.079793,2025-07-08 20:00:00,0
#fyp,Circuit synth,120890,7718,863,583,0.079792,2025-02-15 07:00:00,0
#kuliner,Indie brush,21719,1401,117,129,0.079792,2025-03-01 17:00:00,0
#fyp,Stadium chant,14087,834,79,98,0.07979,2025-05-31 17:00:00,0
#umkm,Pop groove,28801,1688,149,126,0.079789,2025-06-17 21:00:00,0
#fyp,Sizzle ASMR,48818,2981,299,278,0.079786,2025-01-24 14:00:00,0
#fashion,Pop groove,67532,4211,597,311,0.079784,2025-01-29 01:00:00,0
#umkm,Woodshop groove,192707,12084,1132,1391,0.079784,2025-06-09 13:00:00,0
#recipe,Drumline,110386,6626,530,554,0.079784,2025-04-02 19:00:00,0
#fyp,Paint stroke ASMR,28816,1714,161,130,0.079782,2025-06-07 20:00:00,0
#recipe,Clap beat,49599,3166,332,262,0.07978,2025-01-25 18:00:00,0
#fashion,Soft focus,182203,10983,1526,1301,0.079779,2025-08-02 05:00:00,0
#fyp,Calon Mantu Terbaik Mamamu,22149,1399,188,92,0.079778,2025-05-17 20:00:00,0
#fashion,Sunset pad,95942,5644,876,725,0.079777,2025-05-08 22:00:00,0
#fyp,Ambient pulse,48024,3124,318,198,0.079773,2025-08-01 18:00:00,0
#gaming,Pica Pica,60685,3660,310,404,0.079773,2025-08-19 18:00:00,0
#viral,Street vibe,165609,9443,702,845,0.079772,2025-07-22 18:00:00,0
#motivation,Aesthetic synth,73302,4350,571,491,0.079766,2025-01-31 20:00:00,0
#outfit,Soft glam loop,26202,1471,137,141,0.079765,2025-06-28 16:00:00,0
#makananviral,Hype trap,151107,9801,644,1006,0.079765,2025-03-02 23:00:00,0
#fyp,Microscope hum,33074,1863,216,140,0.079761,2025-07-29 16:00:00,0
#fyp,Cardio loop,66299,4061,487,282,0.07976,2025-05-02 13:00:00,0
#gaming,Subtle groove,388156,24191,2825,2395,0.079759,2025-04-06 20:00:00,0
#viral,Calon Mantu Terbaik Mamamu,48546,2801,269,223,0.079759,2025-08-14 12:00:00,0
#fashion,LoFi makeup beat,49050,3183,329,205,0.079755,2025-08-12 20:00:00,0
#fyp,Adrenaline synth,116584,6986,1107,715,0.079754,2025-04-28 16:00:00,0
#esports,Clean corporate bed,24426,1372,189,110,0.079751,2025-04-18 12:00:00,0
#kuliner,Turbo whoosh,67636,4257,436,316,0.07975,2025-02-12 23:00:00,0
#fyp,Bark hop,71416,4581,489,341,0.079744,2025-07-21 02:00:00,0
#fyp,LoFi makeup beat,28466,1768,231,158,0.079744,2025-06-20 22:00:00,0
#crafts,LoFi makeup beat,14559,863,58,96,0.079744,2025-03-28 16:00:00,0
#makananviral,Microscope hum,95657,6084,797,366,0.079743,2025-08-22 11:00:00,0
#streetfood,Arabic pop,33925,2050,288,232,0.079735,2025-01-09 03:00:00,0
#umkm,Waves & bells,8792,541,76,49,0.079732,2025-08-02 22:00:00,0
#makananviral,Arabic pop,33111,1929,261,215,0.079732,2025-04-25 18:00:00,0
#umkm,Woodshop groove,8303,486,40,58,0.07973,2025-02-18 20:00:00,0
#recipe,Aesthetic synth,47159,3015,239,318,0.07973,2025-05-30 11:00:00,0
#kuliner,Ticker tick,7701,440,32,51,0.07973,2025-06-29 21:00:00,0
#streamer,Goofy bass,408659,24185,3741,3026,0.079727,2025-02-07 20:00:00,0
#coding,Calon Mantu Terbaik Mamamu,55139,3440,493,244,0.079726,2025-03-21 17:00:00,0
#fashion,Tape measure click,63556,3923,447,444,0.079725,2025-05-02 16:00:00,0
#fashion,Pop groove,48204,3051,266,334,0.079724,2025-08-08 20:00:00,0
#fyp,Cardio loop,60787,3928,424,252,0.079721,2025-07-30 19:00:00,0
#gaming,Sizzle ASMR,311002,19847,2474,1233,0.07972,2025-03-15 21:00:00,0
#viral,Sunset pad,25315,1523,136,141,0.079716,2025-07-22 15:00:00,0
#foodie,Quirky jingle,14364,822,119,85,0.079713,2025-02-02 11:00:00,0
#ootd,Calon Mantu Terbaik Mamamu,28716,1763,223,189,0.079712,2025-06-25 20:00:00,0
#fashion,Turbo whoosh,18015,1109,130,98,0.079711,2025-07-25 20:00:00,0
#kuliner,Circuit synth,70583,4188,557,542,0.079708,2025-06-03 17:00:00,0
#fyp,Boss fight theme,48026,2941,413,283,0.079707,2025-07-27 20:00:00,0
#tech,Ticker tick,26512,1585,248,166,0.0797,2025-01-03 15:00:00,0
#fashion,Kitchen groove,61331,3847,351,446,0.079699,2025-03-14 23:00:00,0
#kuliner,Soft focus,25383,1577,158,187,0.079699,2025-07-29 19:00:00,0
#umkm,Chill guitar,32649,2028,138,226,0.079696,2025-08-22 16:00:00,0
#viral,Street vibe,31495,1988,196,178,0.079695,2025-03-14 08:00:00,0
#dogtok,Alamak,74723,4633,348,338,0.079694,2025-03-16 20:00:00,0
#fyp,Highway synth,31546,2097,152,128,0.079693,2025-05-02 15:00:00,0
#pets,Stadium chant,50985,2968,479,338,0.07969,2025-08-10 19:00:00,0
#learnontiktok,Glitch hop,17606,995,163,91,0.079689,2025-07-28 00:00:00,0
#makananviral,Soft focus,6312,384,57,34,0.079689,2025-05-27 18:00:00,0
#viral,Lab beeps,44813,2646,404,333,0.079687,2025-02-27 17:00:00,0
#fyp,Bark hop,32741,1879,221,195,0.079686,2025-07-24 23:00:00,0
#foodie,Subtle groove,50275,2924,338,285,0.079682,2025-04-18 21:00:00,0
#fyp,About You,52007,3258,300,379,0.079682,2025-07-08 01:00:00,0
#ootd,Sunset pad,90740,5740,530,599,0.079678,2025-05-05 20:00:00,0
#makeup,Sunset pad,7430,445,59,45,0.079677,2025-01-25 21:00:00,0
#gaming,Bark hop,162833,9105,698,873,0.079677,2025-07-11 14:00:00,0
#kuliner,Kasih Tau Mama,443168,26284,3715,3446,0.079672,2025-08-18 22:00:00,0
#motivation,Microscope hum,9640,612,63,55,0.079668,2025-08-29 19:00:00,0
#viral,Neutral piano,55631,3414,420,377,0.079668,2025-04-10 18:00:00,0
#kuliner,Street vibe,1186944,73759,6318,7476,0.079666,2025-03-25 06:00:00,0
#kuliner,LoFi makeup beat,42404,2555,353,191,0.079662,2025-01-12 19:00:00,0
#beauty,Woodshop groove,21466,1360,171,94,0.079661,2025-04-06 17:00:00,0
#fyp,Adrenaline synth,48104,3016,268,357,0.079661,2025-07-25 17:00:00,0
#skincare,Hype trap,118554,7170,867,935,0.07966,2025-01-11 16:00:00,0
#viral,Bark hop,32526,1891,259,177,0.079659,2025-01-27 14:00:00,0
#umkm,LoFi makeup beat,50027,3064,464,258,0.079657,2025-07-11 15:00:00,0
#fyp,Calon Mantu Terbaik Mamamu,95024,6115,484,592,0.079654,2025-07-27 18:00:00,0
#outfit,Stadium chant,34876,2311,161,167,0.079654,2025-03-31 18:00:00,0
#viral,Highway synth,44530,2629,380,190,0.079654,2025-07-06 23:00:00,0
#cattok,Dora Dora,67783,3870,533,480,0.079651,2025-03-25 22:00:00,0
#fyp,Ambient pulse,35217,2211,222,232,0.079649,2025-08-17 15:00:00,0
#skincare,Cosmic pad,40377,2476,261,311,0.079649,2025-08-26 23:00:00,0
#workout,Tape measure click,63006,3520,314,313,0.079643,2025-07-11 23:00:00,0
#kuliner,Adrenaline synth,19738,1246,145,103,0.079643,2025-01-19 08:00:00,0
#fyp,Calon Mantu Terbaik Mamamu,14678,864,130,92,0.079643,2025-03-10 19:00:00,0
#gameclip,Soft focus,87302,5318,711,547,0.079643,2025-05-19 04:00:00,0
#fyp,Kasih Tau Mama,77123,4401,485,568,0.079639,2025-05-14 20:00:00,0
#fyp,Tape measure click,65875,4132,356,496,0.079636,2025-06-21 09:00:00,0
#kuliner,Circuit synth,50883,3051,209,280,0.079634,2025-04-25 03:00:00,0
#fashion,Hype trap,456077,28070,2011,2110,0.079633,2025-04-27 22:00:00,0
#fyp,Arabic pop,60076,3422,434,365,0.079632,2025-02-08 09:00:00,0
#viral,Pop groove,162313,10365,952,962,0.07963,2025-02-28 16:00:00,0
#fyp,Paint stroke ASMR,73807,4343,353,326,0.079627,2025-01-28 18:00:00,0
#umkm,Bintang 5,51566,2985,373,333,0.079626,2025-02-04 22:00:00,0
#foodie,Engine rev,72165,4076,519,551,0.079623,2025-06-18 20:00:00,0
#motivation,Soft glam loop,86030,5317,712,479,0.079623,2025-03-31 16:00:00,0
#makananviral,Engine rev,41772,2521,391,248,0.079623,2025-05-16 20:00:00,0
#makeup,Waves & bells,28158,1743,196,191,0.079622,2025-06-18 14:00:00,0
#viral,Trap beat,299529,18543,2429,1685,0.079622,2025-07-14 15:00:00,0
#cattok,Runway loop,160900,10377,832,962,0.079621,2025-03-23 06:00:00,0
#umkm,Sunset pad,41900,2569,168,241,0.079618,2025-03-01 04:00:00,0
#outfit,City stroll,75011,4511,417,301,0.079615,2025-04-21 06:00:00,0
#outfit,Waves & bells,10237,630,84,61,0.079613,2025-03-10 22:00:00,0
#tech,Clap beat,21944,1236,120,160,0.079612,2025-02-13 13:00:00,0
#dogtok,Kitchen groove,61825,3699,500,294,0.079612,2025-04-05 20:00:00,0
#fyp,Turbo whoosh,128450,7723,1077,915,0.079611,2025-08-19 06:00:00,0
#kuliner,Kasih Tau Mama,160238,10131,1345,643,0.079607,2025-06-20 06:00:00,0
#ootd,Runway loop,236526,14992,1235,1345,0.079602,2025-05-10 11:00:00,0
#makananviral,Arabic pop,252918,14110,2058,1848,0.079587,2025-03-15 19:00:00,0
#viral,Runway loop,73143,4320,505,458,0.079584,2025-03-06 10:00:00,0
#cattok,Hype trap,187755,11349,1022,1110,0.079582,2025-03-21 22:00:00,0
#streamer,Arabic pop,103478,6415,684,725,0.079582,2025-07-11 15:00:00,0
#kuliner,Boss fight theme,135937,8663,880,734,0.079581,2025-02-11 13:00:00,0
#workout,Golden,171769,10533,1156,925,0.079578,2025-01-18 14:00:00,0
#fyp,Adrenaline synth,251203,14657,1412,1055,0.079577,2025-04-19 19:00:00,0
#fyp,Cosmic pad,47879,2796,214,220,0.079576,2025-08-08 20:00:00,0
#fashion,Clap beat,38567,2382,285,215,0.079576,2025-05-02 18:00:00,0
#fyp,Sizzle ASMR,18209,1148,111,80,0.079576,2025-05-31 08:00:00,0
#umkm,Drumline,38218,2161,245,224,0.07957,2025-08-23 19:00:00,0
#fashion,Backpack beat,79946,5005,645,393,0.079566,2025-04-18 05:00:00,0
#fyp,Dora Dora,43663,2505,334,271,0.079564,2025-08-29 14:00:00,0
#motivation,Dora Dora,31837,1817,136,222,0.079562,2025-08-11 16:00:00,0
#recipe,Street vibe,45525,2638,236,316,0.079561,2025-08-03 10:00:00,0
#fashion,Lab beeps,9653,626,48,56,0.079561,2025-06-01 19:00:00,0
#makananviral,Hype trap,444007,26111,3120,2007,0.07956,2025-02-26 22:00:00,0
#umkm,8bit loop,38474,2291,346,197,0.07956,2025-01-24 21:00:00,0
#kuliner,Backpack beat,304911,18317,1648,2111,0.079554,2025-08-08 15:00:00,0
#fashion,Trap beat,111447,6970,634,669,0.079554,2025-07-14 14:00:00,0
#makananviral,Toolbox clack,24462,1495,219,109,0.079552,2025-05-11 17:00:00,0
#workout,Microscope hum,18667,1155,142,114,0.079552,2025-01-24 20:00:00,0
#beauty,Neutral piano,90107,5227,625,654,0.07955,2025-02-28 19:00:00,0
#coding,Engine rev,122918,7362,593,568,0.079549,2025-06-30 19:00:00,0
#kuliner,Chill guitar,26437,1657,164,119,0.079548,2025-07-21 19:00:00,0
#motivation,Microscope hum,53880,3502,212,358,0.079547,2025-02-10 06:00:00,0
#makeup,Ticker bed,188281,10622,886,1041,0.079541,2025-01-31 16:00:00,0
#umkm,Turbo whoosh,92559,5336,652,574,0.079538,2025-02-15 22:00:00,0
#esports,Clap beat,31017,1866,273,168,0.079537,2025-06-01 12:00:00,0
#learnontiktok,Runway loop,46232,2768,268,212,0.079534,2025-08-31 08:00:00,0
#wanderlust,Stadium chant,37381,2144,196,226,0.079532,2025-03-31 16:00:00,0
#fyp,Goofy bass,66883,3936,484,451,0.079527,2025-04-17 23:00:00,0
#fyp,Neutral piano,42012,2342,352,304,0.079525,2025-02-19 17:00:00,0
#fyp,Bark hop,23037,1425,166,150,0.079524,2025-04-04 08:00:00,0
#foodie,Drumline,7130,423,34,49,0.079523,2025-08-23 08:00:00,0
#fyp,Trap beat,273015,17070,2215,1341,0.079523,2025-01-15 20:00:00,0
#wanderlust,Calm piano,153536,9261,1042,1051,0.079519,2025-02-27 09:00:00,0
#cattok,8bit loop,165043,10614,1052,802,0.079519,2025-05-30 00:00:00,0
#ootd,Pop groove,47134,2917,292,352,0.079518,2025-02-02 02:00:00,0
#cattok,Kitchen groove,42685,2523,342,225,0.079513,2025-05-09 22:00:00,0
#fashion,Whistle loop,22600,1418,142,148,0.079513,2025-05-25 09:00:00,0
#workout,Street vibe,18626,1127,142,138,0.079513,2025-05-11 19:00:00,0
#fyp,Bark hop,73375,4526,511,506,0.079509,2025-05-21 07:00:00,0
#coding,Adrenaline synth,31280,1802,142,161,0.079508,2025-04-24 08:00:00,0
#motivation,Engine rev,201249,12627,1372,1058,0.079508,2025-03-22 20:00:00,0
#kuliner,Aesthetic synth,172717,10509,1537,1000,0.079506,2025-07-22 15:00:00,0
#fyp,8bit loop,427375,26581,2588,2074,0.079506,2025-07-03 18:00:00,0
#kuliner,Chalkboard beat,155770,9379,1287,1099,0.079502,2025-05-03 17:00:00,0
#cattok,Tape measure click,14855,857,131,83,0.079502,2025-07-11 21:00:00,0
#learnontiktok,Sunset pad,384953,23650,3513,1911,0.079501,2025-01-09 20:00:00,0
#dogtok,Ticker tick,76780,4540,376,486,0.0795,2025-04-04 20:00:00,0
#coding,Kasih Tau Mama,15221,857,78,119,0.079495,2025-06-11 07:00:00,0
#dogtok,Engine rev,77668,4840,535,491,0.079492,2025-01-05 14:00:00,0
#kuliner,Woodshop groove,120590,6966,916,814,0.079492,2025-05-01 19:00:00,0
#fyp,8bit loop,60196,3895,367,284,0.07949,2025-03-21 14:00:00,0
#fyp,Street vibe,30143,1815,199,185,0.079488,2025-03-22 22:00:00,0
#kuliner,Microscope hum,25942,1668,110,181,0.079485,2025-05-20 17:00:00,0
#kuliner,Ticker tick,97062,6206,541,583,0.079485,2025-08-24 22:00:00,0
#fyp,Quirky jingle,26547,1720,113,172,0.079482,2025-04-21 21:00:00,0
#fyp,Whistle loop,47671,2908,398,251,0.079482,2025-06-27 14:00:00,0
#fyp,Turbo whoosh,94162,5844,408,448,0.07948,2025-04-22 19:00:00,0
#cattok,Ticker bed,27856,1767,147,190,0.07948,2025-08-24 14:00:00,0
#foodie,Calm piano,68433,3994,518,518,0.079479,2025-07-30 14:00:00,0
#viral,Cosmic pad,63652,3834,540,432,0.079479,2025-05-31 22:00:00,0
#fyp,Calm piano,99636,6200,636,687,0.079479,2025-08-10 21:00:00,0
#fyp,Bintang 5,78689,4943,350,465,0.079477,2025-06-27 16:00:00,0
#dogtok,Soft focus,157029,9431,1489,935,0.079476,2025-02-07 19:00:00,0
#dogtok,Ticker bed,38654,2433,215,271,0.079474,2025-03-09 20:00:00,0
#fashion,Calon Mantu Terbaik Mamamu,170486,10384,1040,1244,0.079473,2025-04-18 19:00:00,0
#makeup,Ticker tick,23933,1437,147,189,0.079472,2025-06-01 16:00:00,0
#fashion,Ngga Dulu,117170,7059,956,831,0.079466,2025-02-14 21:00:00,0
#fyp,Indie brush,121272,7485,882,789,0.079466,2025-01-17 17:00:00,0
#motivation,Woodshop groove,433222,27008,2988,2709,0.079465,2025-07-25 23:00:00,0
#umkm,Circuit synth,73458,4217,369,402,0.07946,2025-02-18 22:00:00,0
#umkm,Bark hop,37781,2308,178,169,0.079458,2025-04-16 11:00:00,0
#tech,Sizzle ASMR,26895,1766,106,159,0.079457,2025-01-24 11:00:00,0
#fyp,Waves & bells,58083,3459,509,417,0.079455,2025-07-23 13:00:00,0
#tech,Glitch hop,62112,3873,351,465,0.079453,2025-07-18 20:00:00,0
#wanderlust,Calon Mantu Terbaik Mamamu,22844,1309,147,160,0.079452,2025-06-03 14:00:00,0
#workout,About You,164522,10454,993,971,0.079448,2025-06-22 17:00:00,0
#kuliner,Glitch hop,82998,5104,518,480,0.079448,2025-07-31 16:00:00,0
#fyp,Circuit synth,20290,1200,177,94,0.079448,2025-06-14 18:00:00,0
#esports,Paint stroke ASMR,27414,1596,210,205,0.079448,2025-06-26 19:00:00,0
#fyp,Drumline,39536,2340,306,290,0.079447,2025-08-07 13:00:00,0
#pets,Bintang 5,94088,5428,820,436,0.079447,2025-05-28 10:00:00,0
#fyp,Lab beeps,39423,2504,180,292,0.079446,2025-01-05 18:00:00,0
#learnontiktok,Ticker bed,115173,6929,997,767,0.079446,2025-08-09 15:00:00,0
#gameclip,Gallery pad,108241,6446,834,669,0.079443,2025-03-28 15:00:00,0
#umkm,Stadium chant,67180,3780,474,519,0.079443,2025-07-13 14:00:00,0
#umkm,Tape measure click,22998,1445,186,105,0.079442,2025-03-17 21:00:00,0
#workout,Engine rev,191833,12173,1342,962,0.079439,2025-03-26 21:00:00,0
#esports,Aesthetic synth,24548,1565,185,103,0.079436,2025-01-01 20:00:00,0
#gameclip,Boss fight theme,23743,1474,203,115,0.079434,2025-07-26 22:00:00,0
#foodie,Calon Mantu Terbaik Mamamu,81326,4674,673,350,0.079433,2025-04-25 20:00:00,0
#esports,Chalkboard beat,20961,1313,96,146,0.079433,2025-06-10 03:00:00,0
